-1.513519797346303264e-01,3.730890083794106277e-02,-1.719573696060816281e-01,2.836469999999999825e-01
-6.914460936281602299e-02,1.609021605210477768e-01,5.371653920584846392e-02,4.012720000000000176e-01
-3.402066311703226820e-01,-9.553429309722377694e-02,1.244992285819283145e-01,1.317989999999999995e-01
-5.011932967037397942e-05,-2.806063631542908832e-01,-2.766655499395563322e-01,2.015909999999999924e-01
3.049647445862146977e-01,3.571750428728471261e-01,1.718337587259319565e-01,1.179570000000000063e-01
-6.429956502185017742e-02,-9.747773263075386330e-02,-7.099290779476023772e-02,3.971489999999999743e-01
-1.865935481181082748e-05,3.433037726181112914e-01,-1.826528163034545349e-01,2.083309999999999884e-01
-5.150044188454921262e-03,4.232306029228142252e-01,-5.085400511332186652e-02,1.983070000000000110e-01
-2.605499087883952347e-01,9.505379896056388722e-02,-6.457220887529523112e-02,2.315720000000000001e-01
-2.622346122073693220e-02,4.348798572363792303e-01,4.886741652978110473e-02,1.829570000000000085e-01
-5.457824764043202326e-02,2.075931311816739955e-01,-2.823622491622083119e-01,2.083079999999999932e-01
-7.614183305521513012e-02,7.991179787068983242e-02,-1.182711007202866954e-01,3.712539999999999729e-01
3.122237857961181889e-02,3.712696821917931683e-02,-1.387209655490570515e-02,4.683970000000000078e-01
-2.266379415693730394e-05,9.648115941082327507e-02,-1.159290846745208020e-01,4.067569999999999797e-01
-9.556845602537363546e-05,3.066849972942613523e-01,-4.246491517401125848e-01,9.036500000000000088e-02
-2.248036287829673352e-01,-1.242239887349463057e-01,2.072272422907002198e-01,1.828859999999999930e-01
1.177167259334312432e-01,-1.903484660902717007e-01,6.591352172034163626e-02,3.562919999999999976e-01
1.840335743977682958e-01,-1.306713026744897588e-01,-4.455849198074935957e-01,4.258399999999999685e-02
6.775633784695818396e-02,-2.358726650873732844e-01,1.316248490994267883e-01,3.369619999999999838e-01
-4.293561977099244475e-01,2.104516894545161998e-01,-1.259762851059386887e-02,7.057299999999999685e-02
8.541158166547647979e-02,-1.056983832218157671e-01,-4.586562181562457430e-01,9.064899999999999347e-02
9.856515607928538480e-02,-2.362279575864655867e-01,-8.133561408415999894e-02,2.769539999999999780e-01
-2.243984249939159770e-05,-2.445593704793567746e-01,-3.847012190768338002e-01,1.479399999999999882e-01
