t,total,kinTrans,kinRot
7.6681158050810643,661.8199644859081445,456.0440327357679848,205.7759317501401881
15.3362316099928719,607.2971724666601858,376.2864401830687484,231.0107322835914374
23.0043474148969906,645.6675203877048261,434.9628996590778911,210.7046207286269919
30.6724632198011093,644.0899532407636343,452.4732987411838963,191.6166544995797381
38.3405790247052281,647.7551693562832043,442.2789952358938308,205.4761741203893450
46.0086948296093468,647.8270397563231882,406.9350003452158262,240.8920394111073904
53.6768106345134655,590.3465256796869198,333.9132023539065131,256.4333233257804636
61.3449264394175842,637.6070863022187041,406.8017648392384444,230.8053214629802312
69.0130422443217100,662.8641913192510629,476.3213774985761120,186.5428138206749225
76.6811580492258287,633.0497754181935761,412.8163621194343591,220.2334132987592739
84.3492738541299474,644.8881040607577688,454.9594780242047136,189.9286260365529984
92.0173896590340661,606.0474659041021823,432.0170333490236203,174.0304325550785620
99.6855054639381848,661.1628659350363932,446.0796171937588497,215.0832487412775436
107.3536212688423035,611.5382680116493930,404.1843565384907038,207.3539114731586892
115.0217370737464222,639.4498030517108873,383.4898465369612950,255.9599565147495355
122.6898528786505409,611.9903264750538483,388.3830554738210026,223.6072710012328457
130.3579686844286414,639.7996853182966106,366.7493233770155143,273.0503619412810963
138.0260844921749310,646.0815976416594140,435.8947647035205932,210.1868329381387923
145.6942002999212207,608.0695625964638111,424.4577107627802093,183.6118518336836587
153.3623161076675103,632.1852515420771397,443.5918470316403273,188.5934045104368124
161.0304319154138000,630.7891435570845715,403.7699640250882567,227.0191795319963433
168.6985477231600896,641.1067525756809573,401.6676267372019424,239.4391258384789865
176.3666635309063793,634.9939622013928329,394.9783507945317638,240.0156114068610407
184.0347793386526689,565.5155389809207236,383.7004169480066480,181.8151220329141040
191.7028951463989586,634.5201111370054150,346.2702105527935714,288.2499005842117867
199.3710109541452482,619.1681447709088388,389.0776167296763219,230.0905280412324601
207.0391267618915379,638.7771812812500229,400.8119049313706910,237.9652763498793320
214.7072425696378275,621.0423639089707422,397.9737926424948569,223.0685712664758569
222.3753583773841171,607.1094945515781092,393.2959473621616553,213.8135471894165107
230.0434741851304068,631.2093092972334034,383.8178024862205575,247.3915068110127891
237.7115899928766964,608.9845346579718353,445.0305060218973381,163.9540286360745256
245.3797058006229861,603.1203425524892054,393.4542761033994225,209.6660664490897830
