Rkt_Time,Rkt_q1,Rkt_q2,Rkt_q3,Rkt_q4,Rkt_w1,Rkt_w2,Rkt_w3,Euler_Time,Euler_q1,Euler_q2,Euler_q3,Euler_q4,Euler_w1,Euler_w2,Euler_w3,SPIRAL_L_Time,SPIRAL_q1,SPIRAL_q2,SPIRAL_q3,SPIRAL_q4,SPIRAL_w1,SPIRAL_w2,SPIRAL_w3
0.0,1.0,0.0,0.0,0.0,0.3,-0.9,0.6,0.009989999999999761,0.999982043342574,0.0025926364364245195,-0.004491040264974189,0.003003628814835876,0.7376658254418776,-0.8984426994408053,0.602329414977565,0.009989999999999761,0.9999820461787979,0.0025915422808923667,-0.0044910425131718225,0.0030036254453146053,0.7374467734771943,-0.8984431478260436,0.6023287392483082
0.010050251256281407,0.9999818116484458,0.0026138040877602448,-0.004518088108871994,0.003021800841133314,0.7403054566545161,-0.8984286276492823,0.6023503972109815,0.019979999999999356,0.999914449146771,0.007371116300245672,-0.008964259121906083,0.006033497360033192,1.1753316508837888,-0.8955553743975782,0.6066140510252742,0.019979999999999356,0.9999144652756891,0.007368928073261401,-0.008964263625586352,0.006033490626084891,1.175112598919109,-0.8955558156001063,0.6066133703974088
0.020100502512562814,0.9999132334133284,0.0074398941110798925,-0.009018057044908196,0.006070277395089594,1.1806109133090341,-0.8955109769614923,0.6066795613348727,0.02996999999999895,0.999765883157456,0.01433466967827999,-0.013406089316307549,0.009108945539963425,1.6129974763256898,-0.8913100154227572,0.6128348465660166,0.02996999999999895,0.9997659302107319,0.014331387665880563,-0.01340609608984425,0.009108935452066171,1.6127784243610421,-0.8913104395488911,0.6128341540345772
0.03015075376884422,0.9997622360133928,0.01447747989343376,-0.013486089319687089,0.009165119328062105,1.6209163699635338,-0.8912184015741915,0.6129679932064505,0.039960000000001564,0.9994906907235634,0.023481687521258957,-0.017802553194636556,0.012249024770984308,2.050663301767602,-0.8856660649220599,0.6209636162451321,0.039960000000001564,0.9994907935043754,0.02347731241135419,-0.017802562259020622,0.012249011345727609,2.0504442498029665,-0.8856664580862879,0.6209629014852945
0.04020100502512563,0.999482121384831,0.02372490636773525,-0.017907945014813794,0.012325719259603555,2.0612218266180453,-0.8855094052496516,0.6211868424350344,0.04995000000000462,0.9990289205092773,0.034809222833109374,-0.022139099169656364,0.015472371498229883,2.4883291272094907,-0.87857072928565,0.6309626104924563,0.04995000000000462,0.9990291109827095,0.03480375599375108,-0.022139110551605,0.015472354759653542,2.488110075244903,-0.8785710738536067,0.6309618595350421
0.05025125628140704,0.9990115473761588,0.035179137195861354,-0.022268793333784603,0.015571042312716612,2.501527283272557,-0.8783299653159712,0.631297451308054,0.05994000000000768,0.9983063682077812,0.048312335932469,-0.026400443801809035,0.018797073165943406,2.925994952651426,-0.8699593998993765,0.6427839444995938,0.05994000000000768,0.9983066854809833,0.04830577976828988,-0.026400457532301788,0.01879705314765624,2.9257759006868027,-0.8699596748118162,0.6427831393258062
0.06030150753768844,0.9982745733493437,0.04883507674480773,-0.02655305000973235,0.01891948780213316,2.941832739927068,-0.8696139691505327,0.6432507634338699,0.06993000000000558,0.9972346502658143,0.06398328462966182,-0.03057042134231627,0.022240524637968318,3.3636607780933563,-0.8597561916756077,0.6563689031886765,0.06993000000000558,0.9972351405524257,0.06397564301609096,-0.030570437454380976,0.022240501386200557,3.363441726128748,-0.8597563728628591,0.6563680212517747
0.07035175879396985,0.9971807371765505,0.06468473131006197,-0.030744222497509646,0.022388740973974326,3.382138196581579,-0.8592837727607728,0.6569866040263018,0.07992000000000171,0.9957113199866047,0.0818105607472138,-0.034631842749140246,0.02581927319965696,3.801326603535221,-0.8478746095590574,0.6716471306499922,0.07992000000000171,0.9957120365487612,0.08180183954177536,-0.03463186127468945,0.025819246777379543,3.8011075515706936,-0.8478746704566735,0.6716461443336628
0.08040201005025126,0.995625176596772,0.082716211096103,-0.03482476505292809,0.02599561285216413,3.8224436532360904,-0.847250892418058,0.6724328407334107,0.08990999999999784,0.9936200407040374,0.10177777523958266,-0.038566366383130025,0.02954885044447985,4.238992428976897,-0.8342183551070077,0.6885357146291854,0.08990999999999784,0.9936210437641084,0.10176798286912864,-0.03856638734861425,0.029548820936696266,4.238773377012414,-0.8342182672849423,0.6885345906549779
0.09045226130653267,0.9934888103350383,0.10291257534078772,-0.03877594600873333,0.029755866428731813,4.262749109890602,-0.8334168420188961,0.6895044361273178,0.09989999999999397,0.9908308329923369,0.12386239528318645,-0.0423543828147491,0.03344358956221033,4.676658254418375,-0.8186822866715837,0.7069381789793835,0.09989999999999397,0.9908321896054026,0.12385154340533348,-0.042354406235364996,0.033443557082496786,4.67643920245385,-0.8186820205901131,0.7069368777782299
0.10050251256281408,0.9906385967676646,0.12525052415259616,-0.04257772979186543,0.033684027660942195,4.703054566545114,-0.8176741303366807,0.7081024054316954,0.10988999999999009,0.9872004150664214,0.14803433815469247,-0.0459749164168637,0.03751642680546605,5.114324079859911,-0.8011535478752599,0.7267433995850341,0.10988999999999009,0.9872021989433964,0.14802244239093915,-0.04597494228901501,0.03751639150379188,5.114105027895393,-0.8011530737813111,0.7267418746509295
0.11055276381909548,0.9869278902114245,0.14969894216350813,-0.04620867648453265,0.037793180013080775,5.143360023199626,-0.7999074335337496,0.728112695794717,0.11987999999998622,0.9825726576038231,0.17425442853510514,-0.0494055466802034,0.0417786862226948,5.551989905301411,-0.781512879912352,0.7478244621288167,0.11987999999998622,0.9825749488740997,0.1742415092721646,-0.04940557497188355,0.04177864829451172,5.551770853336877,-0.7815121688903425,0.7478226593763466
0.12060301507537688,0.9821969170855399,0.17621730102942543,-0.049645862006232486,0.04209474161013553,5.583665479854137,-0.7799949591685181,0.7494050064362408,0.1298699999999891,0.9767791761362077,0.20247272810761408,-0.05262235245811865,0.04623984711377596,5.989655730742908,-0.7596361336698424,0.770037483222355,0.1298699999999891,0.9767820610377379,0.20245881136227253,-0.05262238309684033,0.04623980681030034,5.989436678778382,-0.7596351588602123,0.7700353403733037
0.1306532663316583,0.9762733961963391,0.204753930174731,-0.052864822277395175,0.046598224460237356,6.023970936508649,-0.7578100183899398,0.7718315723186242,0.1398599999999991,0.9696400858639892,0.23262674899191713,-0.055599882617615184,0.050907294094606356,6.427321556184336,-0.7353959976693402,0.7932204198530143,0.1398599999999991,0.9696436563478805,0.23261186733334854,-0.05559991547548453,0.050907251734159435,6.427102504219934,-0.7353947356670125,0.793217865881564
0.1407035175879397,0.9689733291683554,0.2352441680131498,-0.05583952500866735,0.05131097565824907,6.464276393163159,-0.7332228229890188,0.7952259376101957,0.1498500000000091,0.9609649451777911,0.2646395657044504,-0.05831115683434207,0.055786050154549016,6.864987381625764,-0.7086639573172531,0.8171918958044454,0.1498500000000091,0.9609692984137913,0.26462375922622544,-0.05831119170984238,0.05578600613473499,6.864768329661405,-0.7086623897601196,0.8171888504745687
0.1507537688442211,0.9601019885244391,0.2676084092123817,-0.05854237303227232,0.05623790100978719,6.904581849817718,-0.7061025233955462,0.8194017491160503,0.15984000000001908,0.9505539152512117,0.2984178439725047,-0.06072770050866724,0.06087849366010806,7.302653207067162,-0.6793124998307921,0.8417500776599295,0.15984000000001908,0.95055915301996,0.2984011613046136,-0.060727737104693987,0.0608784484705205,7.302434155102905,-0.6793106151855598,0.8417464511934143
0.16080402010050251,0.9494551320213771,0.30175006742546084,-0.06094424334095262,0.06138117211815064,7.34488730647223,-0.676319502482963,0.8441516040150596,0.16983000000002907,0.938199163715089,0.3338498088704796,-0.0628196179848996,0.06618406090353603,7.740319032508697,-0.647217577400426,0.8666716371571465,0.16983000000002907,0.9382053916727168,0.3338323082195231,-0.06281965588257443,0.066184015138584,7.740099980544422,-0.6472153729488201,0.8666673300749395
0.1708542713567839,0.936820472484961,0.3375534772972536,-0.06301456621149,0.06673991866016095,7.785192763126694,-0.6437479380856819,0.8692459906208563,0.17982000000003906,0.9236865405376721,0.37080317938649693,-0.06455570841108674,0.07169893651899938,8.177984857950133,-0.6122613385670267,0.8917108409715273,0.17982000000003906,0.9236938673383462,0.370784929589756,-0.06455574703887237,0.07169889089032322,8.177765805985919,-0.6122588225905895,0.8917057441558318
0.18090452261306533,0.9219794324560846,0.37488176446638544,-0.0647214489475934,0.07230990834353225,8.225498219781205,-0.6082686443490066,0.8944323654149723,0.18981000000004905,0.9067975537108062,0.4091231016501301,-0.06590362866584427,0.0774157348925244,8.615650683391367,-0.5743351343472862,0.9165988133860365,0.18981000000004905,0.9068060899731529,0.40910418322651504,-0.0659036672634983,0.07741569024035533,8.615431631427233,-0.5743323285021573,0.9165928084148242
0.19095477386934673,0.9047092123426211,0.41357471770188625,-0.06603184886307031,0.07808321788914822,8.665803676435717,-0.5697721983281572,0.91943441419837,0.19980000000005904,0.8873116710627437,0.44863011862239194,-0.06683010778281562,0.08332317657433262,9.053316508832683,-0.5333428012454472,0.9410430216591494,0.19980000000005904,0.8873215281668135,0.4486106248004181,-0.0668301453597489,0.08332313387699682,9.053097456868636,-0.5333397431110711,0.9410359814686644
0.20100502512562815,0.8847851993459577,0.453446703200745,-0.0669118001207776,0.0840478993152538,9.106109133090229,-0.5281623535381901,0.943951549765665,0.20979000000006903,0.8650089723587149,0.48911822001187144,-0.06730121720245018,0.08940576465982028,9.490982334274008,-0.4892042178632339,0.9647270381060097,0.20979000000006903,0.865020261061381,0.48909825771163407,-0.06730125249010073,0.08940572504044854,9.490763282310084,-0.48920096363920107,0.9647188280400381
