x,y,z,rad
-0.02109972962037278,0.17515800369228945,0.2738283365258012,0.014206711806000001
0.0011119897289998126,0.2293023860811334,0.2709343044969986,0.008879071971000001
-0.005112950827465879,0.21412816401684182,0.27174537081133654,0.008386970004
-0.013884457752679796,0.19274630619597982,0.27288823695254544,0.0074922446339999995
-0.010912834311307434,0.20357107855760076,0.27152381801081826,0.0053955098820000005
-0.03460701533511931,0.17017315154963086,0.2658084058572561,0.0051714225780000005
-0.03708484980229296,0.17172144607669487,0.27575801486581913,0.005130861729000001
-0.02724940896217308,0.16690283885521923,0.2610938853949788,0.005076276912
-0.02974832344276402,0.16928613642117044,0.2865037588533311,0.005021098005
-0.012461660898110571,0.16140525981700282,0.2717358851529581,0.005007208353
-0.020691314447947737,0.16560362910399498,0.28712042708263075,0.005007208353
-0.013789131310992978,0.1624235393101303,0.28059850786887963,0.004965306066
-0.017312758792036677,0.16297053806133313,0.26378842606427017,0.004965306066
-0.03361562703351632,0.1763302421116613,0.2828205500402713,0.004122297522
-0.019514395994127375,0.16930701361156847,0.25965018339666984,0.003984848343
-0.03599584648751317,0.17702361947963594,0.2699683117530153,0.00396733302
-0.01357217615176623,0.16865376967377804,0.28547882559949544,0.003750766551
-0.029357220460428476,0.17464153456731193,0.26124064694705024,0.003750766551
-0.010948440412533816,0.16654786297027782,0.2662166559386229,0.003713444784
-0.023050871939235176,0.17272193536736358,0.28884098199876596,0.003713444784
-0.008922860810133798,0.16667053519823727,0.27650166858772873,0.003694642266
-0.03682845965031649,0.17040565828059404,0.2833343633249782,0.003675744177
-0.027968596428093295,0.1762451751368565,0.28678802564752137,0.003358937505
-0.03521403741391834,0.17866243989409958,0.2764037610335681,0.003358937505
-0.03218631138282929,0.1679046400532596,0.27972781005660824,0.0032105191860000003
-0.022142558677324897,0.1626671160065814,0.2588249700593701,0.003032014944
-0.032251895746919626,0.178061359476866,0.2652234065531509,0.003032014944
-0.02379431754814996,0.1738981190243183,0.2598018120743934,0.0030089573640000003
-0.021229200365515358,0.18869294886396365,0.2691419614823521,0.0030089573640000003
-0.02397584357600449,0.16341270530793012,0.26626010692395485,0.002985722418
-0.01650545501504712,0.1866241921585482,0.26669242116820213,0.002938699764
-0.021588476144581425,0.1892173025083504,0.2761946379046868,0.002938699764
-0.005900038779000652,0.2227191494303122,0.2677485685733363,0.002914904307
-0.02066559158063022,0.162832448392804,0.28081030387461386,0.002914904307
-0.025904639265468876,0.16507882020453837,0.28262789175066283,0.002914904307
-0.032816946917137504,0.16735455895740137,0.272152621241718,0.002914904307
-0.013857666609481858,0.16996581790393453,0.26249635253373405,0.002914904307
-0.016830994560904762,0.1874439813204266,0.2795313201366543,0.002866721025
-0.01202122668848582,0.18490500440110633,0.2689446636057641,0.002866721025
0.001148459459787421,0.23324595940375287,0.26187401029735,0.002842322868
-0.005600228058408499,0.23654669989381052,0.27183126088837517,0.002842322868
-0.00662365339901641,0.2233156814450907,0.27335532499378024,0.002842322868
-0.017205017317000887,0.1726682568654539,0.2873652804928541,0.002842322868
-0.0038173341994041377,0.23543819745850766,0.2647760377578538,0.002817712905
-0.01080592145259418,0.18473977280351891,0.27518082679999956,0.002817712905
-0.0013272575523443908,0.22075582958570947,0.2661129933211968,0.002792887692
-0.018094140593076707,0.161492196767705,0.27547147255669757,0.002792887692
0.007631486740635088,0.2306776158281731,0.2635802131953307,0.00274256052
-0.0005981660406703948,0.23487598478866756,0.2789647549150526,0.00274256052
-0.040239495240215875,0.1702600885419615,0.26954399242706917,0.00274256052
-0.019036192571852982,0.1616032949348105,0.2703197491568678,0.00274256052
-0.029397061239719267,0.16569516658972952,0.26735473584293556,0.00274256052
