seed dt integration_type
47 4.96369887e-07 "Omelyan1998"
48 4.96369887e-07 "Omelyan1998"
49 4.96369887e-07 "Omelyan1998"
0 8.96369887e-07 "Omelyan1998"
1 8.96369887e-07 "Omelyan1998"
2 8.96369887e-07 "Omelyan1998"
3 8.96369887e-07 "Omelyan1998"
4 8.96369887e-07 "Omelyan1998"
5 8.96369887e-07 "Omelyan1998"
6 8.96369887e-07 "Omelyan1998"
7 8.96369887e-07 "Omelyan1998"
8 8.96369887e-07 "Omelyan1998"
9 8.96369887e-07 "Omelyan1998"
10 8.96369887e-07 "Omelyan1998"
11 8.96369887e-07 "Omelyan1998"
12 8.96369887e-07 "Omelyan1998"
13 8.96369887e-07 "Omelyan1998"
14 8.96369887e-07 "Omelyan1998"
15 8.96369887e-07 "Omelyan1998"
16 8.96369887e-07 "Omelyan1998"
17 8.96369887e-07 "Omelyan1998"
18 8.96369887e-07 "Omelyan1998"
19 8.96369887e-07 "Omelyan1998"
20 8.96369887e-07 "Omelyan1998"
21 8.96369887e-07 "Omelyan1998"
22 8.96369887e-07 "Omelyan1998"
23 8.96369887e-07 "Omelyan1998"
24 8.96369887e-07 "Omelyan1998"
25 8.96369887e-07 "Omelyan1998"
26 8.96369887e-07 "Omelyan1998"
27 8.96369887e-07 "Omelyan1998"
28 8.96369887e-07 "Omelyan1998"
29 8.96369887e-07 "Omelyan1998"
30 8.96369887e-07 "Omelyan1998"
31 8.96369887e-07 "Omelyan1998"
32 8.96369887e-07 "Omelyan1998"
33 8.96369887e-07 "Omelyan1998"
34 8.96369887e-07 "Omelyan1998"
35 8.96369887e-07 "Omelyan1998"
36 8.96369887e-07 "Omelyan1998"
37 8.96369887e-07 "Omelyan1998"
38 8.96369887e-07 "Omelyan1998"
39 8.96369887e-07 "Omelyan1998"
40 8.96369887e-07 "Omelyan1998"
41 8.96369887e-07 "Omelyan1998"
42 8.96369887e-07 "Omelyan1998"
43 8.96369887e-07 "Omelyan1998"
44 8.96369887e-07 "Omelyan1998"
45 8.96369887e-07 "Omelyan1998"
46 8.96369887e-07 "Omelyan1998"
47 8.96369887e-07 "Omelyan1998"
48 8.96369887e-07 "Omelyan1998"
49 8.96369887e-07 "Omelyan1998"
0 1.21848613e-06 "Omelyan1998"
1 1.21848613e-06 "Omelyan1998"
2 1.21848613e-06 "Omelyan1998"
3 1.21848613e-06 "Omelyan1998"
4 1.21848613e-06 "Omelyan1998"
5 1.21848613e-06 "Omelyan1998"
6 1.21848613e-06 "Omelyan1998"
7 1.21848613e-06 "Omelyan1998"
8 1.21848613e-06 "Omelyan1998"
9 1.21848613e-06 "Omelyan1998"
10 1.21848613e-06 "Omelyan1998"
11 1.21848613e-06 "Omelyan1998"
12 1.21848613e-06 "Omelyan1998"
13 1.21848613e-06 "Omelyan1998"
14 1.21848613e-06 "Omelyan1998"
15 1.21848613e-06 "Omelyan1998"
16 1.21848613e-06 "Omelyan1998"
17 1.21848613e-06 "Omelyan1998"
18 1.21848613e-06 "Omelyan1998"
19 1.21848613e-06 "Omelyan1998"
20 1.21848613e-06 "Omelyan1998"
21 1.21848613e-06 "Omelyan1998"
22 1.21848613e-06 "Omelyan1998"
23 1.21848613e-06 "Omelyan1998"
24 1.21848613e-06 "Omelyan1998"
25 1.21848613e-06 "Omelyan1998"
26 1.21848613e-06 "Omelyan1998"
27 1.21848613e-06 "Omelyan1998"
28 1.21848613e-06 "Omelyan1998"
29 1.21848613e-06 "Omelyan1998"
30 1.21848613e-06 "Omelyan1998"
31 1.21848613e-06 "Omelyan1998"
32 1.21848613e-06 "Omelyan1998"
33 1.21848613e-06 "Omelyan1998"
34 1.21848613e-06 "Omelyan1998"
35 1.21848613e-06 "Omelyan1998"
36 1.21848613e-06 "Omelyan1998"
37 1.21848613e-06 "Omelyan1998"
38 1.21848613e-06 "Omelyan1998"
39 1.21848613e-06 "Omelyan1998"
40 1.21848613e-06 "Omelyan1998"
41 1.21848613e-06 "Omelyan1998"
42 1.21848613e-06 "Omelyan1998"
43 1.21848613e-06 "Omelyan1998"
44 1.21848613e-06 "Omelyan1998"
45 1.21848613e-06 "Omelyan1998"
46 1.21848613e-06 "Omelyan1998"
47 1.21848613e-06 "Omelyan1998"
48 1.21848613e-06 "Omelyan1998"
49 1.21848613e-06 "Omelyan1998"
0 2.89675556e-06 "Omelyan1998"
1 2.89675556e-06 "Omelyan1998"
2 2.89675556e-06 "Omelyan1998"
3 2.89675556e-06 "Omelyan1998"
4 2.89675556e-06 "Omelyan1998"
5 2.89675556e-06 "Omelyan1998"
6 2.89675556e-06 "Omelyan1998"
7 2.89675556e-06 "Omelyan1998"
8 2.89675556e-06 "Omelyan1998"
9 2.89675556e-06 "Omelyan1998"
10 2.89675556e-06 "Omelyan1998"
11 2.89675556e-06 "Omelyan1998"
12 2.89675556e-06 "Omelyan1998"
13 2.89675556e-06 "Omelyan1998"
14 2.89675556e-06 "Omelyan1998"
15 2.89675556e-06 "Omelyan1998"
16 2.89675556e-06 "Omelyan1998"
17 2.89675556e-06 "Omelyan1998"
18 2.89675556e-06 "Omelyan1998"
19 2.89675556e-06 "Omelyan1998"
20 2.89675556e-06 "Omelyan1998"
21 2.89675556e-06 "Omelyan1998"
22 2.89675556e-06 "Omelyan1998"
23 2.89675556e-06 "Omelyan1998"
24 2.89675556e-06 "Omelyan1998"
25 2.89675556e-06 "Omelyan1998"
26 2.89675556e-06 "Omelyan1998"
27 2.89675556e-06 "Omelyan1998"
28 2.89675556e-06 "Omelyan1998"
29 2.89675556e-06 "Omelyan1998"
30 2.89675556e-06 "Omelyan1998"
31 2.89675556e-06 "Omelyan1998"
32 2.89675556e-06 "Omelyan1998"
33 2.89675556e-06 "Omelyan1998"
34 2.89675556e-06 "Omelyan1998"
35 2.89675556e-06 "Omelyan1998"
36 2.89675556e-06 "Omelyan1998"
37 2.89675556e-06 "Omelyan1998"
38 2.89675556e-06 "Omelyan1998"
39 2.89675556e-06 "Omelyan1998"
40 2.89675556e-06 "Omelyan1998"
41 2.89675556e-06 "Omelyan1998"
42 2.89675556e-06 "Omelyan1998"
43 2.89675556e-06 "Omelyan1998"
44 2.89675556e-06 "Omelyan1998"
45 2.89675556e-06 "Omelyan1998"
46 2.89675556e-06 "Omelyan1998"
47 2.89675556e-06 "Omelyan1998"
48 2.89675556e-06 "Omelyan1998"
49 2.89675556e-06 "Omelyan1998"
0 4.85088067e-06 "Omelyan1998"
1 4.85088067e-06 "Omelyan1998"
2 4.85088067e-06 "Omelyan1998"
3 4.85088067e-06 "Omelyan1998"
4 4.85088067e-06 "Omelyan1998"
5 4.85088067e-06 "Omelyan1998"
6 4.85088067e-06 "Omelyan1998"
7 4.85088067e-06 "Omelyan1998"
8 4.85088067e-06 "Omelyan1998"
9 4.85088067e-06 "Omelyan1998"
10 4.85088067e-06 "Omelyan1998"
11 4.85088067e-06 "Omelyan1998"
12 4.85088067e-06 "Omelyan1998"
13 4.85088067e-06 "Omelyan1998"
14 4.85088067e-06 "Omelyan1998"
15 4.85088067e-06 "Omelyan1998"
16 4.85088067e-06 "Omelyan1998"
17 4.85088067e-06 "Omelyan1998"
18 4.85088067e-06 "Omelyan1998"
19 4.85088067e-06 "Omelyan1998"
20 4.85088067e-06 "Omelyan1998"
21 4.85088067e-06 "Omelyan1998"
22 4.85088067e-06 "Omelyan1998"
23 4.85088067e-06 "Omelyan1998"
24 4.85088067e-06 "Omelyan1998"
25 4.85088067e-06 "Omelyan1998"
26 4.85088067e-06 "Omelyan1998"
27 4.85088067e-06 "Omelyan1998"
28 4.85088067e-06 "Omelyan1998"
29 4.85088067e-06 "Omelyan1998"
30 4.85088067e-06 "Omelyan1998"
31 4.85088067e-06 "Omelyan1998"
32 4.85088067e-06 "Omelyan1998"
33 4.85088067e-06 "Omelyan1998"
34 4.85088067e-06 "Omelyan1998"
35 4.85088067e-06 "Omelyan1998"
36 4.85088067e-06 "Omelyan1998"
37 4.85088067e-06 "Omelyan1998"
38 4.85088067e-06 "Omelyan1998"
39 4.85088067e-06 "Omelyan1998"
40 4.85088067e-06 "Omelyan1998"
41 4.85088067e-06 "Omelyan1998"
42 4.85088067e-06 "Omelyan1998"
43 4.85088067e-06 "Omelyan1998"
44 4.85088067e-06 "Omelyan1998"
45 4.85088067e-06 "Omelyan1998"
46 4.85088067e-06 "Omelyan1998"
47 4.85088067e-06 "Omelyan1998"
48 4.85088067e-06 "Omelyan1998"
49 4.85088067e-06 "Omelyan1998"
0 8.85088067e-06 "Omelyan1998"
1 8.85088067e-06 "Omelyan1998"
2 8.85088067e-06 "Omelyan1998"
3 8.85088067e-06 "Omelyan1998"
4 8.85088067e-06 "Omelyan1998"
5 8.85088067e-06 "Omelyan1998"
6 8.85088067e-06 "Omelyan1998"
7 8.85088067e-06 "Omelyan1998"
8 8.85088067e-06 "Omelyan1998"
9 8.85088067e-06 "Omelyan1998"
10 8.85088067e-06 "Omelyan1998"
11 8.85088067e-06 "Omelyan1998"
12 8.85088067e-06 "Omelyan1998"
13 8.85088067e-06 "Omelyan1998"
14 8.85088067e-06 "Omelyan1998"
15 8.85088067e-06 "Omelyan1998"
16 8.85088067e-06 "Omelyan1998"
17 8.85088067e-06 "Omelyan1998"
18 8.85088067e-06 "Omelyan1998"
19 8.85088067e-06 "Omelyan1998"
20 8.85088067e-06 "Omelyan1998"
21 8.85088067e-06 "Omelyan1998"
22 8.85088067e-06 "Omelyan1998"
23 8.85088067e-06 "Omelyan1998"
24 8.85088067e-06 "Omelyan1998"
25 8.85088067e-06 "Omelyan1998"
26 8.85088067e-06 "Omelyan1998"
27 8.85088067e-06 "Omelyan1998"
28 8.85088067e-06 "Omelyan1998"
29 8.85088067e-06 "Omelyan1998"
30 8.85088067e-06 "Omelyan1998"
31 8.85088067e-06 "Omelyan1998"
32 8.85088067e-06 "Omelyan1998"
33 8.85088067e-06 "Omelyan1998"
34 8.85088067e-06 "Omelyan1998"
35 8.85088067e-06 "Omelyan1998"
36 8.85088067e-06 "Omelyan1998"
37 8.85088067e-06 "Omelyan1998"
38 8.85088067e-06 "Omelyan1998"
39 8.85088067e-06 "Omelyan1998"
40 8.85088067e-06 "Omelyan1998"
41 8.85088067e-06 "Omelyan1998"
42 8.85088067e-06 "Omelyan1998"
43 8.85088067e-06 "Omelyan1998"
44 8.85088067e-06 "Omelyan1998"
45 8.85088067e-06 "Omelyan1998"
46 8.85088067e-06 "Omelyan1998"
47 8.85088067e-06 "Omelyan1998"
48 8.85088067e-06 "Omelyan1998"
49 8.85088067e-06 "Omelyan1998"
0 1.93117038e-05 "Omelyan1998"
1 1.93117038e-05 "Omelyan1998"
2 1.93117038e-05 "Omelyan1998"
3 1.93117038e-05 "Omelyan1998"
4 1.93117038e-05 "Omelyan1998"
5 1.93117038e-05 "Omelyan1998"
6 1.93117038e-05 "Omelyan1998"
7 1.93117038e-05 "Omelyan1998"
8 1.93117038e-05 "Omelyan1998"
9 1.93117038e-05 "Omelyan1998"
10 1.93117038e-05 "Omelyan1998"
11 1.93117038e-05 "Omelyan1998"
12 1.93117038e-05 "Omelyan1998"
13 1.93117038e-05 "Omelyan1998"
14 1.93117038e-05 "Omelyan1998"
15 1.93117038e-05 "Omelyan1998"
16 1.93117038e-05 "Omelyan1998"
17 1.93117038e-05 "Omelyan1998"
18 1.93117038e-05 "Omelyan1998"
19 1.93117038e-05 "Omelyan1998"
20 1.93117038e-05 "Omelyan1998"
21 1.93117038e-05 "Omelyan1998"
22 1.93117038e-05 "Omelyan1998"
23 1.93117038e-05 "Omelyan1998"
24 1.93117038e-05 "Omelyan1998"
25 1.93117038e-05 "Omelyan1998"
26 1.93117038e-05 "Omelyan1998"
27 1.93117038e-05 "Omelyan1998"
28 1.93117038e-05 "Omelyan1998"
29 1.93117038e-05 "Omelyan1998"
30 1.93117038e-05 "Omelyan1998"
31 1.93117038e-05 "Omelyan1998"
32 1.93117038e-05 "Omelyan1998"
33 1.93117038e-05 "Omelyan1998"
34 1.93117038e-05 "Omelyan1998"
35 1.93117038e-05 "Omelyan1998"
36 1.93117038e-05 "Omelyan1998"
37 1.93117038e-05 "Omelyan1998"
38 1.93117038e-05 "Omelyan1998"
39 1.93117038e-05 "Omelyan1998"
40 1.93117038e-05 "Omelyan1998"
41 1.93117038e-05 "Omelyan1998"
42 1.93117038e-05 "Omelyan1998"
43 1.93117038e-05 "Omelyan1998"
44 1.93117038e-05 "Omelyan1998"
45 1.93117038e-05 "Omelyan1998"
46 1.93117038e-05 "Omelyan1998"
47 1.93117038e-05 "Omelyan1998"
48 1.93117038e-05 "Omelyan1998"
49 1.93117038e-05 "Omelyan1998"
0 1.1e-07 "delValle2023"
1 1.1e-07 "delValle2023"
2 1.1e-07 "delValle2023"
3 1.1e-07 "delValle2023"
4 1.1e-07 "delValle2023"
5 1.1e-07 "delValle2023"
6 1.1e-07 "delValle2023"
7 1.1e-07 "delValle2023"
8 1.1e-07 "delValle2023"
9 1.1e-07 "delValle2023"
10 1.1e-07 "delValle2023"
11 1.1e-07 "delValle2023"
12 1.1e-07 "delValle2023"
13 1.1e-07 "delValle2023"
14 1.1e-07 "delValle2023"
15 1.1e-07 "delValle2023"
16 1.1e-07 "delValle2023"
17 1.1e-07 "delValle2023"
18 1.1e-07 "delValle2023"
19 1.1e-07 "delValle2023"
20 1.1e-07 "delValle2023"
21 1.1e-07 "delValle2023"
22 1.1e-07 "delValle2023"
23 1.1e-07 "delValle2023"
24 1.1e-07 "delValle2023"
25 1.1e-07 "delValle2023"
26 1.1e-07 "delValle2023"
27 1.1e-07 "delValle2023"
28 1.1e-07 "delValle2023"
29 1.1e-07 "delValle2023"
30 1.1e-07 "delValle2023"
31 1.1e-07 "delValle2023"
32 1.1e-07 "delValle2023"
33 1.1e-07 "delValle2023"
34 1.1e-07 "delValle2023"
35 1.1e-07 "delValle2023"
36 1.1e-07 "delValle2023"
37 1.1e-07 "delValle2023"
38 1.1e-07 "delValle2023"
39 1.1e-07 "delValle2023"
40 1.1e-07 "delValle2023"
41 1.1e-07 "delValle2023"
42 1.1e-07 "delValle2023"
43 1.1e-07 "delValle2023"
44 1.1e-07 "delValle2023"
45 1.1e-07 "delValle2023"
46 1.1e-07 "delValle2023"
47 1.1e-07 "delValle2023"
48 1.1e-07 "delValle2023"
49 1.1e-07 "delValle2023"
0 1.93117038e-07 "delValle2023"
1 1.93117038e-07 "delValle2023"
2 1.93117038e-07 "delValle2023"
3 1.93117038e-07 "delValle2023"
4 1.93117038e-07 "delValle2023"
5 1.93117038e-07 "delValle2023"
6 1.93117038e-07 "delValle2023"
7 1.93117038e-07 "delValle2023"
8 1.93117038e-07 "delValle2023"
9 1.93117038e-07 "delValle2023"
10 1.93117038e-07 "delValle2023"
11 1.93117038e-07 "delValle2023"
12 1.93117038e-07 "delValle2023"
13 1.93117038e-07 "delValle2023"
14 1.93117038e-07 "delValle2023"
15 1.93117038e-07 "delValle2023"
16 1.93117038e-07 "delValle2023"
17 1.93117038e-07 "delValle2023"
18 1.93117038e-07 "delValle2023"
19 1.93117038e-07 "delValle2023"
20 1.93117038e-07 "delValle2023"
21 1.93117038e-07 "delValle2023"
22 1.93117038e-07 "delValle2023"
23 1.93117038e-07 "delValle2023"
24 1.93117038e-07 "delValle2023"
25 1.93117038e-07 "delValle2023"
26 1.93117038e-07 "delValle2023"
27 1.93117038e-07 "delValle2023"
28 1.93117038e-07 "delValle2023"
29 1.93117038e-07 "delValle2023"
30 1.93117038e-07 "delValle2023"
31 1.93117038e-07 "delValle2023"
32 1.93117038e-07 "delValle2023"
33 1.93117038e-07 "delValle2023"
34 1.93117038e-07 "delValle2023"
35 1.93117038e-07 "delValle2023"
36 1.93117038e-07 "delValle2023"
37 1.93117038e-07 "delValle2023"
38 1.93117038e-07 "delValle2023"
39 1.93117038e-07 "delValle2023"
40 1.93117038e-07 "delValle2023"
41 1.93117038e-07 "delValle2023"
42 1.93117038e-07 "delValle2023"
43 1.93117038e-07 "delValle2023"
44 1.93117038e-07 "delValle2023"
45 1.93117038e-07 "delValle2023"
46 1.93117038e-07 "delValle2023"
47 1.93117038e-07 "delValle2023"
48 1.93117038e-07 "delValle2023"
49 1.93117038e-07 "delValle2023"
0 3.06069879e-07 "delValle2023"
1 3.06069879e-07 "delValle2023"
2 3.06069879e-07 "delValle2023"
3 3.06069879e-07 "delValle2023"
4 3.06069879e-07 "delValle2023"
5 3.06069879e-07 "delValle2023"
6 3.06069879e-07 "delValle2023"
7 3.06069879e-07 "delValle2023"
8 3.06069879e-07 "delValle2023"
9 3.06069879e-07 "delValle2023"
10 3.06069879e-07 "delValle2023"
11 3.06069879e-07 "delValle2023"
12 3.06069879e-07 "delValle2023"
13 3.06069879e-07 "delValle2023"
14 3.06069879e-07 "delValle2023"
15 3.06069879e-07 "delValle2023"
16 3.06069879e-07 "delValle2023"
17 3.06069879e-07 "delValle2023"
18 3.06069879e-07 "delValle2023"
19 3.06069879e-07 "delValle2023"
20 3.06069879e-07 "delValle2023"
21 3.06069879e-07 "delValle2023"
22 3.06069879e-07 "delValle2023"
23 3.06069879e-07 "delValle2023"
24 3.06069879e-07 "delValle2023"
25 3.06069879e-07 "delValle2023"
26 3.06069879e-07 "delValle2023"
27 3.06069879e-07 "delValle2023"
28 3.06069879e-07 "delValle2023"
29 3.06069879e-07 "delValle2023"
30 3.06069879e-07 "delValle2023"
31 3.06069879e-07 "delValle2023"
32 3.06069879e-07 "delValle2023"
33 3.06069879e-07 "delValle2023"
34 3.06069879e-07 "delValle2023"
35 3.06069879e-07 "delValle2023"
36 3.06069879e-07 "delValle2023"
37 3.06069879e-07 "delValle2023"
38 3.06069879e-07 "delValle2023"
39 3.06069879e-07 "delValle2023"
40 3.06069879e-07 "delValle2023"
41 3.06069879e-07 "delValle2023"
42 3.06069879e-07 "delValle2023"
43 3.06069879e-07 "delValle2023"
44 3.06069879e-07 "delValle2023"
45 3.06069879e-07 "delValle2023"
46 3.06069879e-07 "delValle2023"
47 3.06069879e-07 "delValle2023"
48 3.06069879e-07 "delValle2023"
49 3.06069879e-07 "delValle2023"
0 4.96369887e-07 "delValle2023"
1 4.96369887e-07 "delValle2023"
2 4.96369887e-07 "delValle2023"
3 4.96369887e-07 "delValle2023"
4 4.96369887e-07 "delValle2023"
5 4.96369887e-07 "delValle2023"
6 4.96369887e-07 "delValle2023"
7 4.96369887e-07 "delValle2023"
8 4.96369887e-07 "delValle2023"
9 4.96369887e-07 "delValle2023"
10 4.96369887e-07 "delValle2023"
11 4.96369887e-07 "delValle2023"
12 4.96369887e-07 "delValle2023"
13 4.96369887e-07 "delValle2023"
14 4.96369887e-07 "delValle2023"
15 4.96369887e-07 "delValle2023"
16 4.96369887e-07 "delValle2023"
17 4.96369887e-07 "delValle2023"
18 4.96369887e-07 "delValle2023"
19 4.96369887e-07 "delValle2023"
20 4.96369887e-07 "delValle2023"
21 4.96369887e-07 "delValle2023"
22 4.96369887e-07 "delValle2023"
23 4.96369887e-07 "delValle2023"
24 4.96369887e-07 "delValle2023"
25 4.96369887e-07 "delValle2023"
26 4.96369887e-07 "delValle2023"
27 4.96369887e-07 "delValle2023"
28 4.96369887e-07 "delValle2023"
29 4.96369887e-07 "delValle2023"
30 4.96369887e-07 "delValle2023"
31 4.96369887e-07 "delValle2023"
32 4.96369887e-07 "delValle2023"
33 4.96369887e-07 "delValle2023"
34 4.96369887e-07 "delValle2023"
35 4.96369887e-07 "delValle2023"
36 4.96369887e-07 "delValle2023"
37 4.96369887e-07 "delValle2023"
38 4.96369887e-07 "delValle2023"
39 4.96369887e-07 "delValle2023"
40 4.96369887e-07 "delValle2023"
41 4.96369887e-07 "delValle2023"
42 4.96369887e-07 "delValle2023"
43 4.96369887e-07 "delValle2023"
44 4.96369887e-07 "delValle2023"
45 4.96369887e-07 "delValle2023"
46 4.96369887e-07 "delValle2023"
47 4.96369887e-07 "delValle2023"
48 4.96369887e-07 "delValle2023"
49 4.96369887e-07 "delValle2023"
0 8.96369887e-07 "delValle2023"
1 8.96369887e-07 "delValle2023"
2 8.96369887e-07 "delValle2023"
3 8.96369887e-07 "delValle2023"
4 8.96369887e-07 "delValle2023"
5 8.96369887e-07 "delValle2023"
6 8.96369887e-07 "delValle2023"
7 8.96369887e-07 "delValle2023"
8 8.96369887e-07 "delValle2023"
9 8.96369887e-07 "delValle2023"
10 8.96369887e-07 "delValle2023"
11 8.96369887e-07 "delValle2023"
12 8.96369887e-07 "delValle2023"
13 8.96369887e-07 "delValle2023"
14 8.96369887e-07 "delValle2023"
15 8.96369887e-07 "delValle2023"
16 8.96369887e-07 "delValle2023"
17 8.96369887e-07 "delValle2023"
18 8.96369887e-07 "delValle2023"
19 8.96369887e-07 "delValle2023"
20 8.96369887e-07 "delValle2023"
21 8.96369887e-07 "delValle2023"
22 8.96369887e-07 "delValle2023"
23 8.96369887e-07 "delValle2023"
24 8.96369887e-07 "delValle2023"
25 8.96369887e-07 "delValle2023"
26 8.96369887e-07 "delValle2023"
27 8.96369887e-07 "delValle2023"
28 8.96369887e-07 "delValle2023"
29 8.96369887e-07 "delValle2023"
30 8.96369887e-07 "delValle2023"
31 8.96369887e-07 "delValle2023"
32 8.96369887e-07 "delValle2023"
33 8.96369887e-07 "delValle2023"
34 8.96369887e-07 "delValle2023"
35 8.96369887e-07 "delValle2023"
36 8.96369887e-07 "delValle2023"
37 8.96369887e-07 "delValle2023"
38 8.96369887e-07 "delValle2023"
39 8.96369887e-07 "delValle2023"
40 8.96369887e-07 "delValle2023"
41 8.96369887e-07 "delValle2023"
42 8.96369887e-07 "delValle2023"
43 8.96369887e-07 "delValle2023"
44 8.96369887e-07 "delValle2023"
45 8.96369887e-07 "delValle2023"
46 8.96369887e-07 "delValle2023"
47 8.96369887e-07 "delValle2023"
48 8.96369887e-07 "delValle2023"
49 8.96369887e-07 "delValle2023"
0 1.21848613e-06 "delValle2023"
1 1.21848613e-06 "delValle2023"
2 1.21848613e-06 "delValle2023"
3 1.21848613e-06 "delValle2023"
4 1.21848613e-06 "delValle2023"
5 1.21848613e-06 "delValle2023"
6 1.21848613e-06 "delValle2023"
7 1.21848613e-06 "delValle2023"
8 1.21848613e-06 "delValle2023"
9 1.21848613e-06 "delValle2023"
10 1.21848613e-06 "delValle2023"
11 1.21848613e-06 "delValle2023"
12 1.21848613e-06 "delValle2023"
13 1.21848613e-06 "delValle2023"
14 1.21848613e-06 "delValle2023"
15 1.21848613e-06 "delValle2023"
16 1.21848613e-06 "delValle2023"
17 1.21848613e-06 "delValle2023"
18 1.21848613e-06 "delValle2023"
19 1.21848613e-06 "delValle2023"
20 1.21848613e-06 "delValle2023"
21 1.21848613e-06 "delValle2023"
22 1.21848613e-06 "delValle2023"
23 1.21848613e-06 "delValle2023"
24 1.21848613e-06 "delValle2023"
25 1.21848613e-06 "delValle2023"
26 1.21848613e-06 "delValle2023"
27 1.21848613e-06 "delValle2023"
28 1.21848613e-06 "delValle2023"
29 1.21848613e-06 "delValle2023"
30 1.21848613e-06 "delValle2023"
31 1.21848613e-06 "delValle2023"
32 1.21848613e-06 "delValle2023"
33 1.21848613e-06 "delValle2023"
34 1.21848613e-06 "delValle2023"
35 1.21848613e-06 "delValle2023"
36 1.21848613e-06 "delValle2023"
37 1.21848613e-06 "delValle2023"
38 1.21848613e-06 "delValle2023"
39 1.21848613e-06 "delValle2023"
40 1.21848613e-06 "delValle2023"
41 1.21848613e-06 "delValle2023"
42 1.21848613e-06 "delValle2023"
43 1.21848613e-06 "delValle2023"
44 1.21848613e-06 "delValle2023"
45 1.21848613e-06 "delValle2023"
46 1.21848613e-06 "delValle2023"
47 1.21848613e-06 "delValle2023"
48 1.21848613e-06 "delValle2023"
49 1.21848613e-06 "delValle2023"
0 2.89675556e-06 "delValle2023"
1 2.89675556e-06 "delValle2023"
2 2.89675556e-06 "delValle2023"
3 2.89675556e-06 "delValle2023"
4 2.89675556e-06 "delValle2023"
5 2.89675556e-06 "delValle2023"
6 2.89675556e-06 "delValle2023"
7 2.89675556e-06 "delValle2023"
8 2.89675556e-06 "delValle2023"
9 2.89675556e-06 "delValle2023"
10 2.89675556e-06 "delValle2023"
11 2.89675556e-06 "delValle2023"
12 2.89675556e-06 "delValle2023"
13 2.89675556e-06 "delValle2023"
14 2.89675556e-06 "delValle2023"
15 2.89675556e-06 "delValle2023"
16 2.89675556e-06 "delValle2023"
17 2.89675556e-06 "delValle2023"
18 2.89675556e-06 "delValle2023"
19 2.89675556e-06 "delValle2023"
20 2.89675556e-06 "delValle2023"
21 2.89675556e-06 "delValle2023"
22 2.89675556e-06 "delValle2023"
23 2.89675556e-06 "delValle2023"
24 2.89675556e-06 "delValle2023"
25 2.89675556e-06 "delValle2023"
26 2.89675556e-06 "delValle2023"
27 2.89675556e-06 "delValle2023"
28 2.89675556e-06 "delValle2023"
29 2.89675556e-06 "delValle2023"
30 2.89675556e-06 "delValle2023"
31 2.89675556e-06 "delValle2023"
32 2.89675556e-06 "delValle2023"
33 2.89675556e-06 "delValle2023"
34 2.89675556e-06 "delValle2023"
35 2.89675556e-06 "delValle2023"
36 2.89675556e-06 "delValle2023"
37 2.89675556e-06 "delValle2023"
38 2.89675556e-06 "delValle2023"
39 2.89675556e-06 "delValle2023"
40 2.89675556e-06 "delValle2023"
41 2.89675556e-06 "delValle2023"
42 2.89675556e-06 "delValle2023"
43 2.89675556e-06 "delValle2023"
44 2.89675556e-06 "delValle2023"
45 2.89675556e-06 "delValle2023"
46 2.89675556e-06 "delValle2023"
47 2.89675556e-06 "delValle2023"
48 2.89675556e-06 "delValle2023"
49 2.89675556e-06 "delValle2023"
0 4.85088067e-06 "delValle2023"
1 4.85088067e-06 "delValle2023"
2 4.85088067e-06 "delValle2023"
3 4.85088067e-06 "delValle2023"
4 4.85088067e-06 "delValle2023"
5 4.85088067e-06 "delValle2023"
6 4.85088067e-06 "delValle2023"
7 4.85088067e-06 "delValle2023"
8 4.85088067e-06 "delValle2023"
9 4.85088067e-06 "delValle2023"
10 4.85088067e-06 "delValle2023"
11 4.85088067e-06 "delValle2023"
12 4.85088067e-06 "delValle2023"
13 4.85088067e-06 "delValle2023"
14 4.85088067e-06 "delValle2023"
15 4.85088067e-06 "delValle2023"
16 4.85088067e-06 "delValle2023"
17 4.85088067e-06 "delValle2023"
18 4.85088067e-06 "delValle2023"
19 4.85088067e-06 "delValle2023"
20 4.85088067e-06 "delValle2023"
21 4.85088067e-06 "delValle2023"
22 4.85088067e-06 "delValle2023"
23 4.85088067e-06 "delValle2023"
24 4.85088067e-06 "delValle2023"
25 4.85088067e-06 "delValle2023"
26 4.85088067e-06 "delValle2023"
27 4.85088067e-06 "delValle2023"
28 4.85088067e-06 "delValle2023"
29 4.85088067e-06 "delValle2023"
30 4.85088067e-06 "delValle2023"
31 4.85088067e-06 "delValle2023"
32 4.85088067e-06 "delValle2023"
33 4.85088067e-06 "delValle2023"
34 4.85088067e-06 "delValle2023"
35 4.85088067e-06 "delValle2023"
36 4.85088067e-06 "delValle2023"
37 4.85088067e-06 "delValle2023"
38 4.85088067e-06 "delValle2023"
39 4.85088067e-06 "delValle2023"
40 4.85088067e-06 "delValle2023"
41 4.85088067e-06 "delValle2023"
42 4.85088067e-06 "delValle2023"
43 4.85088067e-06 "delValle2023"
44 4.85088067e-06 "delValle2023"
45 4.85088067e-06 "delValle2023"
46 4.85088067e-06 "delValle2023"
47 4.85088067e-06 "delValle2023"
48 4.85088067e-06 "delValle2023"
49 4.85088067e-06 "delValle2023"
0 8.85088067e-06 "delValle2023"
1 8.85088067e-06 "delValle2023"
2 8.85088067e-06 "delValle2023"
3 8.85088067e-06 "delValle2023"
4 8.85088067e-06 "delValle2023"
5 8.85088067e-06 "delValle2023"
